%Stretch1, Stretch2, Sigma, Sigma_min_mean, Sigma_max_mean, ElEdge_min, ElEdge_max, ElEdge_mean, ElDetJ_min_mean, ElDetJ_max_mean, Stretch_max, Stretch_min, Stretch_mean, Diag_max, Diag_min, Diag_mean, Taper_max, Taper_min, Taper_mean, Skew_max, Skew_min, Skew_mean, dist_lapl_max, dist_lapl_min, dist_lapl_mean, _DROP_TOL_, Iters, Op_Complex, Smoo_Complex, SolveTime, CostEst
12.69,14.87,1e0,1,1,1,14.87,10.0725,0.0184111,3.47418,1,0.088486,0.204429,1,1,1,1,1,1,0,0,0,0.691013,0.000736974,0.0378998,0.01,39,1.18,1.23,30.77,0
12.69,14.87,1e0,1,1,1,14.87,10.0725,0.0184111,3.47418,1,0.088486,0.204429,1,1,1,1,1,1,0,0,0,0.691013,0.000736974,0.0378998,0.1,-1,-1,-1,-1,-1
12.69,14.87,1e0,1,1,1,14.87,10.0725,0.0184111,3.47418,1,0.088486,0.204429,1,1,1,1,1,1,0,0,0,0.691013,0.000736974,0.0378998,0.001,80,1.04,1.08,74.67,0
12.69,14.87,1e0,1,1,1,14.87,10.0725,0.0184111,3.47418,1,0.088486,0.204429,1,1,1,1,1,1,0,0,0,0.691013,0.000736974,0.0378998,0.025,28,1.26,1.3,19.77,1
12.69,14.87,1e0,1,1,1,14.87,10.0725,0.0184111,3.47418,1,0.088486,0.204429,1,1,1,1,1,1,0,0,0,0.691013,0.000736974,0.0378998,0,84,1.03,1.07,60.38,0
1.17,14.87,1e0,1,1,1,14.87,7.94669,0.116151,2.02079,1,0.115861,0.361236,1,1,1,1,1,1,0,0,0,0.357642,0.000736974,0.0379298,0.001,58,1.06,1.09,48.42,0
1.17,14.87,1e0,1,1,1,14.87,7.94669,0.116151,2.02079,1,0.115861,0.361236,1,1,1,1,1,1,0,0,0,0.357642,0.000736974,0.0379298,0.01,33,1.1,1.14,32.31,1
1.17,14.87,1e0,1,1,1,14.87,7.94669,0.116151,2.02079,1,0.115861,0.361236,1,1,1,1,1,1,0,0,0,0.357642,0.000736974,0.0379298,0.075,-1,-1,-1,-1,-1
1.17,14.87,1e0,1,1,1,14.87,7.94669,0.116151,2.02079,1,0.115861,0.361236,1,1,1,1,1,1,0,0,0,0.357642,0.000736974,0.0379298,0.005,34,1.09,1.13,25.39,1
1.17,14.87,1e0,1,1,1,14.87,7.94669,0.116151,2.02079,1,0.115861,0.361236,1,1,1,1,1,1,0,0,0,0.357642,0.000736974,0.0379298,0.025,33,1.11,1.15,30.92,1
1.17,14.87,1e0,1,1,1,14.87,7.94669,0.116151,2.02079,1,0.115861,0.361236,1,1,1,1,1,1,0,0,0,0.357642,0.000736974,0.0379298,0.05,-1,-1,-1,-1,-1
1.17,14.87,1e0,1,1,1,14.87,7.94669,0.116151,2.02079,1,0.115861,0.361236,1,1,1,1,1,1,0,0,0,0.357642,0.000736974,0.0379298,0,72,1.03,1.07,73.37,0
1.17,14.87,1e0,1,1,1,14.87,7.94669,0.116151,2.02079,1,0.115861,0.361236,1,1,1,1,1,1,0,0,0,0.357642,0.000736974,0.0379298,0.1,-1,-1,-1,-1,-1
1.37,3.56,1e0,1,1,1,3.56,2.31176,0.370124,1.80517,1,0.439226,0.66154,1,1,1,1,1,1,0,0,0,0.355671,0.00934155,0.0379328,0.005,39,1.04,1.07,28.03,0
1.37,3.56,1e0,1,1,1,3.56,2.31176,0.370124,1.80517,1,0.439226,0.66154,1,1,1,1,1,1,0,0,0,0.355671,0.00934155,0.0379328,0.075,-1,-1,-1,-1,-1
1.37,3.56,1e0,1,1,1,3.56,2.31176,0.370124,1.80517,1,0.439226,0.66154,1,1,1,1,1,1,0,0,0,0.355671,0.00934155,0.0379328,0.01,37,1.04,1.08,27.14,0
1.37,3.56,1e0,1,1,1,3.56,2.31176,0.370124,1.80517,1,0.439226,0.66154,1,1,1,1,1,1,0,0,0,0.355671,0.00934155,0.0379328,0.001,39,1.04,1.07,33.53,0
1.37,3.56,1e0,1,1,1,3.56,2.31176,0.370124,1.80517,1,0.439226,0.66154,1,1,1,1,1,1,0,0,0,0.355671,0.00934155,0.0379328,0.025,29,1.11,1.15,17.89,1
1.37,3.56,1e0,1,1,1,3.56,2.31176,0.370124,1.80517,1,0.439226,0.66154,1,1,1,1,1,1,0,0,0,0.355671,0.00934155,0.0379328,0.05,-1,-1,-1,-1,-1
1.37,3.56,1e0,1,1,1,3.56,2.31176,0.370124,1.80517,1,0.439226,0.66154,1,1,1,1,1,1,0,0,0,0.355671,0.00934155,0.0379328,0.1,-1,-1,-1,-1,-1
1.37,3.56,1e0,1,1,1,3.56,2.31176,0.370124,1.80517,1,0.439226,0.66154,1,1,1,1,1,1,0,0,0,0.355671,0.00934155,0.0379328,0,37,1.03,1.07,35.83,0
28.07,72.79,1e0,1,1,1,72.79,40.092,0.00186474,3.81006,1,0.0221997,0.0848344,1,1,1,1,1,1,0,0,0,0.705106,3.14263e-05,0.0378817,0.001,131,1.15,1.19,155,0
28.07,72.79,1e0,1,1,1,72.79,40.092,0.00186474,3.81006,1,0.0221997,0.0848344,1,1,1,1,1,1,0,0,0,0.705106,3.14263e-05,0.0378817,0.075,-1,-1,-1,-1,-1
28.07,72.79,1e0,1,1,1,72.79,40.092,0.00186474,3.81006,1,0.0221997,0.0848344,1,1,1,1,1,1,0,0,0,0.705106,3.14263e-05,0.0378817,0.05,-1,-1,-1,-1,-1
28.07,72.79,1e0,1,1,1,72.79,40.092,0.00186474,3.81006,1,0.0221997,0.0848344,1,1,1,1,1,1,0,0,0,0.705106,3.14263e-05,0.0378817,0.005,70,1.23,1.28,49.92,0
28.07,72.79,1e0,1,1,1,72.79,40.092,0.00186474,3.81006,1,0.0221997,0.0848344,1,1,1,1,1,1,0,0,0,0.705106,3.14263e-05,0.0378817,0.1,-1,-1,-1,-1,-1
28.07,72.79,1e0,1,1,1,72.79,40.092,0.00186474,3.81006,1,0.0221997,0.0848344,1,1,1,1,1,1,0,0,0,0.705106,3.14263e-05,0.0378817,0.025,37,1.31,1.36,22.83,1
28.07,72.79,1e0,1,1,1,72.79,40.092,0.00186474,3.81006,1,0.0221997,0.0848344,1,1,1,1,1,1,0,0,0,0.705106,3.14263e-05,0.0378817,0.01,61,1.28,1.32,46.48,0
28.07,72.79,1e0,1,1,1,72.79,40.092,0.00186474,3.81006,1,0.0221997,0.0848344,1,1,1,1,1,1,0,0,0,0.705106,3.14263e-05,0.0378817,0,174,1.03,1.07,181.7,0
1.17,45.20,1e0,1,1,1,45.2,23.1117,0.0398987,2.11,1,0.0382975,0.233415,1,1,1,1,1,1,0,0,0,0.360174,8.13776e-05,0.0379272,0.075,-1,-1,-1,-1,-1
1.17,45.20,1e0,1,1,1,45.2,23.1117,0.0398987,2.11,1,0.0382975,0.233415,1,1,1,1,1,1,0,0,0,0.360174,8.13776e-05,0.0379272,0,112,1.03,1.07,130.2,0
1.17,45.20,1e0,1,1,1,45.2,23.1117,0.0398987,2.11,1,0.0382975,0.233415,1,1,1,1,1,1,0,0,0,0.360174,8.13776e-05,0.0379272,0.05,-1,-1,-1,-1,-1
1.17,45.20,1e0,1,1,1,45.2,23.1117,0.0398987,2.11,1,0.0382975,0.233415,1,1,1,1,1,1,0,0,0,0.360174,8.13776e-05,0.0379272,0.1,-1,-1,-1,-1,-1
1.17,45.20,1e0,1,1,1,45.2,23.1117,0.0398987,2.11,1,0.0382975,0.233415,1,1,1,1,1,1,0,0,0,0.360174,8.13776e-05,0.0379272,0.01,29,1.1,1.14,23.26,1
1.17,45.20,1e0,1,1,1,45.2,23.1117,0.0398987,2.11,1,0.0382975,0.233415,1,1,1,1,1,1,0,0,0,0.360174,8.13776e-05,0.0379272,0.001,47,1.09,1.13,42.61,0
1.17,45.20,1e0,1,1,1,45.2,23.1117,0.0398987,2.11,1,0.0382975,0.233415,1,1,1,1,1,1,0,0,0,0.360174,8.13776e-05,0.0379272,0.025,26,1.11,1.15,21.2,1
1.17,45.20,1e0,1,1,1,45.2,23.1117,0.0398987,2.11,1,0.0382975,0.233415,1,1,1,1,1,1,0,0,0,0.360174,8.13776e-05,0.0379272,0.005,29,1.1,1.14,25.29,1
7.88,12.69,1e0,1,1,1,12.69,7.85977,0.0329036,3.29027,1,0.115694,0.256246,1,1,1,1,1,1,0,0,0,0.67565,0.00100358,0.0379064,0.001,71,1.04,1.07,68.23,0
7.88,12.69,1e0,1,1,1,12.69,7.85977,0.0329036,3.29027,1,0.115694,0.256246,1,1,1,1,1,1,0,0,0,0.67565,0.00100358,0.0379064,0.075,-1,-1,-1,-1,-1
7.88,12.69,1e0,1,1,1,12.69,7.85977,0.0329036,3.29027,1,0.115694,0.256246,1,1,1,1,1,1,0,0,0,0.67565,0.00100358,0.0379064,0.005,50,1.09,1.13,33.43,0
7.88,12.69,1e0,1,1,1,12.69,7.85977,0.0329036,3.29027,1,0.115694,0.256246,1,1,1,1,1,1,0,0,0,0.67565,0.00100358,0.0379064,0.025,29,1.22,1.27,25.2,1
7.88,12.69,1e0,1,1,1,12.69,7.85977,0.0329036,3.29027,1,0.115694,0.256246,1,1,1,1,1,1,0,0,0,0.67565,0.00100358,0.0379064,0.05,-1,-1,-1,-1,-1
7.88,12.69,1e0,1,1,1,12.69,7.85977,0.0329036,3.29027,1,0.115694,0.256246,1,1,1,1,1,1,0,0,0,0.67565,0.00100358,0.0379064,0,77,1.03,1.07,76.12,0
7.88,12.69,1e0,1,1,1,12.69,7.85977,0.0329036,3.29027,1,0.115694,0.256246,1,1,1,1,1,1,0,0,0,0.67565,0.00100358,0.0379064,0.01,44,1.14,1.18,32.11,0
7.88,12.69,1e0,1,1,1,12.69,7.85977,0.0329036,3.29027,1,0.115694,0.256246,1,1,1,1,1,1,0,0,0,0.67565,0.00100358,0.0379064,0.1,-1,-1,-1,-1,-1
7.88,45.20,1e0,1,1,1,45.2,23.7011,0.00975001,3.47272,1,0.0377414,0.1511,1,1,1,1,1,1,0,0,0,0.686774,8.13776e-05,0.0378973,0.075,-1,-1,-1,-1,-1
7.88,45.20,1e0,1,1,1,45.2,23.7011,0.00975001,3.47272,1,0.0377414,0.1511,1,1,1,1,1,1,0,0,0,0.686774,8.13776e-05,0.0378973,0.01,56,1.16,1.2,58.21,0
7.88,45.20,1e0,1,1,1,45.2,23.7011,0.00975001,3.47272,1,0.0377414,0.1511,1,1,1,1,1,1,0,0,0,0.686774,8.13776e-05,0.0378973,0.001,83,1.08,1.12,76.12,0
7.88,45.20,1e0,1,1,1,45.2,23.7011,0.00975001,3.47272,1,0.0377414,0.1511,1,1,1,1,1,1,0,0,0,0.686774,8.13776e-05,0.0378973,0,141,1.03,1.07,156.2,0
7.88,45.20,1e0,1,1,1,45.2,23.7011,0.00975001,3.47272,1,0.0377414,0.1511,1,1,1,1,1,1,0,0,0,0.686774,8.13776e-05,0.0378973,0.05,-1,-1,-1,-1,-1
7.88,45.20,1e0,1,1,1,45.2,23.7011,0.00975001,3.47272,1,0.0377414,0.1511,1,1,1,1,1,1,0,0,0,0.686774,8.13776e-05,0.0378973,0.025,35,1.24,1.28,27.83,1
7.88,45.20,1e0,1,1,1,45.2,23.7011,0.00975001,3.47272,1,0.0377414,0.1511,1,1,1,1,1,1,0,0,0,0.686774,8.13776e-05,0.0378973,0.1,-1,-1,-1,-1,-1
7.88,45.20,1e0,1,1,1,45.2,23.7011,0.00975001,3.47272,1,0.0377414,0.1511,1,1,1,1,1,1,0,0,0,0.686774,8.13776e-05,0.0378973,0.005,69,1.1,1.15,59.28,0
10.83,28.07,1e0,1,1,1,28.07,15.6769,0.0116314,3.53591,1,0.0575367,0.166888,1,1,1,1,1,1,0,0,0,0.693925,0.000210185,0.0378964,0.1,-1,-1,-1,-1,-1
10.83,28.07,1e0,1,1,1,28.07,15.6769,0.0116314,3.53591,1,0.0575367,0.166888,1,1,1,1,1,1,0,0,0,0.693925,0.000210185,0.0378964,0.075,-1,-1,-1,-1,-1
10.83,28.07,1e0,1,1,1,28.07,15.6769,0.0116314,3.53591,1,0.0575367,0.166888,1,1,1,1,1,1,0,0,0,0.693925,0.000210185,0.0378964,0.05,-1,-1,-1,-1,-1
10.83,28.07,1e0,1,1,1,28.07,15.6769,0.0116314,3.53591,1,0.0575367,0.166888,1,1,1,1,1,1,0,0,0,0.693925,0.000210185,0.0378964,0.001,91,1.07,1.11,91.51,0
10.83,28.07,1e0,1,1,1,28.07,15.6769,0.0116314,3.53591,1,0.0575367,0.166888,1,1,1,1,1,1,0,0,0,0.693925,0.000210185,0.0378964,0.01,48,1.19,1.24,33.63,0
10.83,28.07,1e0,1,1,1,28.07,15.6769,0.0116314,3.53591,1,0.0575367,0.166888,1,1,1,1,1,1,0,0,0,0.693925,0.000210185,0.0378964,0,122,1.03,1.07,129.4,0
10.83,28.07,1e0,1,1,1,28.07,15.6769,0.0116314,3.53591,1,0.0575367,0.166888,1,1,1,1,1,1,0,0,0,0.693925,0.000210185,0.0378964,0.025,32,1.25,1.3,28.13,1
10.83,28.07,1e0,1,1,1,28.07,15.6769,0.0116314,3.53591,1,0.0575367,0.166888,1,1,1,1,1,1,0,0,0,0.693925,0.000210185,0.0378964,0.005,62,1.13,1.18,61.41,0
1.00,4.18,1e0,1,1,1,4.18,2.59,0.3861,1.6139,1,0.39251,0.643069,1,1,1,1,1,1,0,0,0,0.291814,0.00737406,0.0379329,0.075,-1,-1,-1,-1,-1
1.00,4.18,1e0,1,1,1,4.18,2.59,0.3861,1.6139,1,0.39251,0.643069,1,1,1,1,1,1,0,0,0,0.291814,0.00737406,0.0379329,0.01,22,1.06,1.1,13.86,0
1.00,4.18,1e0,1,1,1,4.18,2.59,0.3861,1.6139,1,0.39251,0.643069,1,1,1,1,1,1,0,0,0,0.291814,0.00737406,0.0379329,0,27,1.03,1.07,18.33,0
1.00,4.18,1e0,1,1,1,4.18,2.59,0.3861,1.6139,1,0.39251,0.643069,1,1,1,1,1,1,0,0,0,0.291814,0.00737406,0.0379329,0.005,29,1.04,1.07,14.1,0
1.00,4.18,1e0,1,1,1,4.18,2.59,0.3861,1.6139,1,0.39251,0.643069,1,1,1,1,1,1,0,0,0,0.291814,0.00737406,0.0379329,0.05,-1,-1,-1,-1,-1
1.00,4.18,1e0,1,1,1,4.18,2.59,0.3861,1.6139,1,0.39251,0.643069,1,1,1,1,1,1,0,0,0,0.291814,0.00737406,0.0379329,0.1,-1,-1,-1,-1,-1
1.00,4.18,1e0,1,1,1,4.18,2.59,0.3861,1.6139,1,0.39251,0.643069,1,1,1,1,1,1,0,0,0,0.291814,0.00737406,0.0379329,0.001,29,1.04,1.07,19.49,0
1.00,4.18,1e0,1,1,1,4.18,2.59,0.3861,1.6139,1,0.39251,0.643069,1,1,1,1,1,1,0,0,0,0.291814,0.00737406,0.0379329,0.025,18,1.11,1.15,9.654,1
1.00,62.10,1e0,1,1,1,62.1,31.55,0.0316957,1.9683,1,0.0278841,0.215076,1,1,1,1,1,1,0,0,0,0.316101,4.31618e-05,0.0379272,0.005,20,1.1,1.14,12.84,0
1.00,62.10,1e0,1,1,1,62.1,31.55,0.0316957,1.9683,1,0.0278841,0.215076,1,1,1,1,1,1,0,0,0,0.316101,4.31618e-05,0.0379272,0.075,-1,-1,-1,-1,-1
1.00,62.10,1e0,1,1,1,62.1,31.55,0.0316957,1.9683,1,0.0278841,0.215076,1,1,1,1,1,1,0,0,0,0.316101,4.31618e-05,0.0379272,0.025,15,1.11,1.15,8.856,1
1.00,62.10,1e0,1,1,1,62.1,31.55,0.0316957,1.9683,1,0.0278841,0.215076,1,1,1,1,1,1,0,0,0,0.316101,4.31618e-05,0.0379272,0.01,16,1.1,1.15,8.248,1
1.00,62.10,1e0,1,1,1,62.1,31.55,0.0316957,1.9683,1,0.0278841,0.215076,1,1,1,1,1,1,0,0,0,0.316101,4.31618e-05,0.0379272,0,133,1.03,1.07,142.1,0
1.00,62.10,1e0,1,1,1,62.1,31.55,0.0316957,1.9683,1,0.0278841,0.215076,1,1,1,1,1,1,0,0,0,0.316101,4.31618e-05,0.0379272,0.001,44,1.1,1.14,24.26,0
1.00,62.10,1e0,1,1,1,62.1,31.55,0.0316957,1.9683,1,0.0278841,0.215076,1,1,1,1,1,1,0,0,0,0.316101,4.31618e-05,0.0379272,0.05,-1,-1,-1,-1,-1
1.00,62.10,1e0,1,1,1,62.1,31.55,0.0316957,1.9683,1,0.0278841,0.215076,1,1,1,1,1,1,0,0,0,0.316101,4.31618e-05,0.0379272,0.1,-1,-1,-1,-1,-1
1.00,1.00,1e0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.16991,0.0227273,0.0379362,0.075,-1,-1,-1,-1,-1
1.00,1.00,1e0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.16991,0.0227273,0.0379362,0.005,15,1.04,1.07,6.546,1
1.00,1.00,1e0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.16991,0.0227273,0.0379362,0.05,-1,-1,-1,-1,-1
1.00,1.00,1e0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.16991,0.0227273,0.0379362,0.01,15,1.04,1.07,10.48,1
1.00,1.00,1e0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.16991,0.0227273,0.0379362,0.1,-1,-1,-1,-1,-1
1.00,1.00,1e0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.16991,0.0227273,0.0379362,0.001,15,1.04,1.07,7.276,1
1.00,1.00,1e0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.16991,0.0227273,0.0379362,0.025,15,1.04,1.08,6.85,1
1.00,1.00,1e0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.16991,0.0227273,0.0379362,0,15,1.03,1.07,6.847,1
72.79,72.79,1e0,1,1,1,72.79,51.5895,0.000734624,3.89232,1,0.0168249,0.0626231,1,1,1,1,1,1,0,0,0,0.706523,3.14263e-05,0.0378759,0.01,39,1.32,1.37,64.07,0
72.79,72.79,1e0,1,1,1,72.79,51.5895,0.000734624,3.89232,1,0.0168249,0.0626231,1,1,1,1,1,1,0,0,0,0.706523,3.14263e-05,0.0378759,0,200,1.03,1.07,291.6,0
72.79,72.79,1e0,1,1,1,72.79,51.5895,0.000734624,3.89232,1,0.0168249,0.0626231,1,1,1,1,1,1,0,0,0,0.706523,3.14263e-05,0.0378759,0.005,57,1.29,1.34,85.66,0
72.79,72.79,1e0,1,1,1,72.79,51.5895,0.000734624,3.89232,1,0.0168249,0.0626231,1,1,1,1,1,1,0,0,0,0.706523,3.14263e-05,0.0378759,0.001,119,1.22,1.26,174.5,0
72.79,72.79,1e0,1,1,1,72.79,51.5895,0.000734624,3.89232,1,0.0168249,0.0626231,1,1,1,1,1,1,0,0,0,0.706523,3.14263e-05,0.0378759,0.025,27,1.34,1.39,28.19,1
72.79,72.79,1e0,1,1,1,72.79,51.5895,0.000734624,3.89232,1,0.0168249,0.0626231,1,1,1,1,1,1,0,0,0,0.706523,3.14263e-05,0.0378759,0.1,-1,-1,-1,-1,-1
72.79,72.79,1e0,1,1,1,72.79,51.5895,0.000734624,3.89232,1,0.0168249,0.0626231,1,1,1,1,1,1,0,0,0,0.706523,3.14263e-05,0.0378759,0.05,-1,-1,-1,-1,-1
72.79,72.79,1e0,1,1,1,72.79,51.5895,0.000734624,3.89232,1,0.0168249,0.0626231,1,1,1,1,1,1,0,0,0,0.706523,3.14263e-05,0.0378759,0.075,-1,-1,-1,-1,-1
6.72,12.69,1e0,1,1,1,12.69,7.60976,0.0378477,3.22753,1,0.120329,0.269516,1,1,1,1,1,1,0,0,0,0.668638,0.00100358,0.0379083,0.075,-1,-1,-1,-1,-1
6.72,12.69,1e0,1,1,1,12.69,7.60976,0.0378477,3.22753,1,0.120329,0.269516,1,1,1,1,1,1,0,0,0,0.668638,0.00100358,0.0379083,0,74,1.03,1.07,60.58,0
6.72,12.69,1e0,1,1,1,12.69,7.60976,0.0378477,3.22753,1,0.120329,0.269516,1,1,1,1,1,1,0,0,0,0.668638,0.00100358,0.0379083,0.005,45,1.08,1.12,53.09,0
6.72,12.69,1e0,1,1,1,12.69,7.60976,0.0378477,3.22753,1,0.120329,0.269516,1,1,1,1,1,1,0,0,0,0.668638,0.00100358,0.0379083,0.001,70,1.04,1.07,81.14,0
6.72,12.69,1e0,1,1,1,12.69,7.60976,0.0378477,3.22753,1,0.120329,0.269516,1,1,1,1,1,1,0,0,0,0.668638,0.00100358,0.0379083,0.05,-1,-1,-1,-1,-1
6.72,12.69,1e0,1,1,1,12.69,7.60976,0.0378477,3.22753,1,0.120329,0.269516,1,1,1,1,1,1,0,0,0,0.668638,0.00100358,0.0379083,0.025,28,1.22,1.26,19.74,1
6.72,12.69,1e0,1,1,1,12.69,7.60976,0.0378477,3.22753,1,0.120329,0.269516,1,1,1,1,1,1,0,0,0,0.668638,0.00100358,0.0379083,0.1,-1,-1,-1,-1,-1
6.72,12.69,1e0,1,1,1,12.69,7.60976,0.0378477,3.22753,1,0.120329,0.269516,1,1,1,1,1,1,0,0,0,0.668638,0.00100358,0.0379083,0.01,41,1.12,1.16,38.66,0
1.89,2.21,1e0,1,1,1,2.21,1.75446,0.431179,1.80099,1,0.563251,0.732985,1,1,1,1,1,1,0,0,0,0.364341,0.0162445,0.0379336,0.025,23,1.1,1.14,23.83,1
1.89,2.21,1e0,1,1,1,2.21,1.75446,0.431179,1.80099,1,0.563251,0.732985,1,1,1,1,1,1,0,0,0,0.364341,0.0162445,0.0379336,0.075,-1,-1,-1,-1,-1
1.89,2.21,1e0,1,1,1,2.21,1.75446,0.431179,1.80099,1,0.563251,0.732985,1,1,1,1,1,1,0,0,0,0.364341,0.0162445,0.0379336,0.005,34,1.04,1.07,25.76,0
1.89,2.21,1e0,1,1,1,2.21,1.75446,0.431179,1.80099,1,0.563251,0.732985,1,1,1,1,1,1,0,0,0,0.364341,0.0162445,0.0379336,0.01,34,1.04,1.07,26.19,0
1.89,2.21,1e0,1,1,1,2.21,1.75446,0.431179,1.80099,1,0.563251,0.732985,1,1,1,1,1,1,0,0,0,0.364341,0.0162445,0.0379336,0.001,34,1.04,1.07,33.15,0
1.89,2.21,1e0,1,1,1,2.21,1.75446,0.431179,1.80099,1,0.563251,0.732985,1,1,1,1,1,1,0,0,0,0.364341,0.0162445,0.0379336,0,28,1.03,1.07,18.01,0
1.89,2.21,1e0,1,1,1,2.21,1.75446,0.431179,1.80099,1,0.563251,0.732985,1,1,1,1,1,1,0,0,0,0.364341,0.0162445,0.0379336,0.05,-1,-1,-1,-1,-1
1.89,2.21,1e0,1,1,1,2.21,1.75446,0.431179,1.80099,1,0.563251,0.732985,1,1,1,1,1,1,0,0,0,0.364341,0.0162445,0.0379336,0.1,-1,-1,-1,-1,-1
1.61,20.43,1e0,1,1,1,20.43,10.758,0.071515,2.35229,1,0.0844173,0.302995,1,1,1,1,1,1,0,0,0,0.449513,0.000394557,0.0379265,0.01,25,1.1,1.14,26.16,0
1.61,20.43,1e0,1,1,1,20.43,10.758,0.071515,2.35229,1,0.0844173,0.302995,1,1,1,1,1,1,0,0,0,0.449513,0.000394557,0.0379265,0.075,-1,-1,-1,-1,-1
1.61,20.43,1e0,1,1,1,20.43,10.758,0.071515,2.35229,1,0.0844173,0.302995,1,1,1,1,1,1,0,0,0,0.449513,0.000394557,0.0379265,0.025,19,1.11,1.15,11.04,1
1.61,20.43,1e0,1,1,1,20.43,10.758,0.071515,2.35229,1,0.0844173,0.302995,1,1,1,1,1,1,0,0,0,0.449513,0.000394557,0.0379265,0.001,64,1.07,1.11,80.82,0
1.61,20.43,1e0,1,1,1,20.43,10.758,0.071515,2.35229,1,0.0844173,0.302995,1,1,1,1,1,1,0,0,0,0.449513,0.000394557,0.0379265,0.05,-1,-1,-1,-1,-1
1.61,20.43,1e0,1,1,1,20.43,10.758,0.071515,2.35229,1,0.0844173,0.302995,1,1,1,1,1,1,0,0,0,0.449513,0.000394557,0.0379265,0.1,-1,-1,-1,-1,-1
1.61,20.43,1e0,1,1,1,20.43,10.758,0.071515,2.35229,1,0.0844173,0.302995,1,1,1,1,1,1,0,0,0,0.449513,0.000394557,0.0379265,0,93,1.03,1.07,135.2,0
1.61,20.43,1e0,1,1,1,20.43,10.758,0.071515,2.35229,1,0.0844173,0.302995,1,1,1,1,1,1,0,0,0,0.449513,0.000394557,0.0379265,0.005,32,1.09,1.13,22.27,0
10.83,12.69,1e0,1,1,1,12.69,8.63977,0.0246986,3.39439,1,0.103635,0.229887,1,1,1,1,1,1,0,0,0,0.68522,0.00100358,0.0379029,0.01,42,1.16,1.21,33.4,0
10.83,12.69,1e0,1,1,1,12.69,8.63977,0.0246986,3.39439,1,0.103635,0.229887,1,1,1,1,1,1,0,0,0,0.68522,0.00100358,0.0379029,0.075,-1,-1,-1,-1,-1
10.83,12.69,1e0,1,1,1,12.69,8.63977,0.0246986,3.39439,1,0.103635,0.229887,1,1,1,1,1,1,0,0,0,0.68522,0.00100358,0.0379029,0,75,1.03,1.07,64.37,0
10.83,12.69,1e0,1,1,1,12.69,8.63977,0.0246986,3.39439,1,0.103635,0.229887,1,1,1,1,1,1,0,0,0,0.68522,0.00100358,0.0379029,0.005,61,1.11,1.15,60.75,0
10.83,12.69,1e0,1,1,1,12.69,8.63977,0.0246986,3.39439,1,0.103635,0.229887,1,1,1,1,1,1,0,0,0,0.68522,0.00100358,0.0379029,0.001,71,1.04,1.07,57.9,0
10.83,12.69,1e0,1,1,1,12.69,8.63977,0.0246986,3.39439,1,0.103635,0.229887,1,1,1,1,1,1,0,0,0,0.68522,0.00100358,0.0379029,0.05,-1,-1,-1,-1,-1
10.83,12.69,1e0,1,1,1,12.69,8.63977,0.0246986,3.39439,1,0.103635,0.229887,1,1,1,1,1,1,0,0,0,0.68522,0.00100358,0.0379029,0.1,-1,-1,-1,-1,-1
10.83,12.69,1e0,1,1,1,12.69,8.63977,0.0246986,3.39439,1,0.103635,0.229887,1,1,1,1,1,1,0,0,0,0.68522,0.00100358,0.0379029,0.025,31,1.24,1.29,23.23,1
6.72,23.95,1e0,1,1,1,23.95,13.049,0.0207669,3.34231,1,0.0695743,0.20588,1,1,1,1,1,1,0,0,0,0.677223,0.000288036,0.0379035,0.075,-1,-1,-1,-1,-1
6.72,23.95,1e0,1,1,1,23.95,13.049,0.0207669,3.34231,1,0.0695743,0.20588,1,1,1,1,1,1,0,0,0,0.677223,0.000288036,0.0379035,0,109,1.03,1.07,127.9,0
6.72,23.95,1e0,1,1,1,23.95,13.049,0.0207669,3.34231,1,0.0695743,0.20588,1,1,1,1,1,1,0,0,0,0.677223,0.000288036,0.0379035,0.025,35,1.22,1.26,35.81,1
6.72,23.95,1e0,1,1,1,23.95,13.049,0.0207669,3.34231,1,0.0695743,0.20588,1,1,1,1,1,1,0,0,0,0.677223,0.000288036,0.0379035,0.01,52,1.12,1.17,38.64,0
6.72,23.95,1e0,1,1,1,23.95,13.049,0.0207669,3.34231,1,0.0695743,0.20588,1,1,1,1,1,1,0,0,0,0.677223,0.000288036,0.0379035,0.005,52,1.09,1.14,52.99,0
6.72,23.95,1e0,1,1,1,23.95,13.049,0.0207669,3.34231,1,0.0695743,0.20588,1,1,1,1,1,1,0,0,0,0.677223,0.000288036,0.0379035,0.001,90,1.06,1.1,103.7,0
6.72,23.95,1e0,1,1,1,23.95,13.049,0.0207669,3.34231,1,0.0695743,0.20588,1,1,1,1,1,1,0,0,0,0.677223,0.000288036,0.0379035,0.05,-1,-1,-1,-1,-1
